2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.6,42,-1.57,2.50053,41.7496,-1.57436,
2.627,41.9655,-1.60918,2.49839,41.5511,-1.5601,
2.67165,41.6726,-1.58066,2.70181,41.2488,-1.58292,
2.65046,41.0842,-1.58241,2.60011,40.7499,-1.57151,
2.62612,40.3984,-1.59001,2.60011,40.1499,-1.57151,
2.60608,39.6041,-1.58766,2.60053,39.4496,-1.57436,
2.59358,38.9256,-1.59346,2.70223,38.4485,-1.58577,
2.58156,38.1519,-1.60129,2.60011,37.7499,-1.57151,
2.50258,37.2713,-1.55117,2.49839,37.0511,-1.5601,
2.50833,36.4924,-1.56163,2.49882,36.1508,-1.56295,
2.55169,35.6599,-1.5631,2.49839,35.4511,-1.5601,
2.56836,34.7482,-1.58506,2.60139,34.7491,-1.58007,
2.57404,34.0506,-1.57057,2.49666,33.8522,-1.54869,
2.53518,32.991,-1.55826,2.49535,33.153,-1.54014,
2.54966,32.3193,-1.59592,2.60139,32.2491,-1.58007,
2.54414,31.6945,-1.59883,2.50096,31.3494,-1.57721,
2.54829,30.948,-1.61521,2.50308,30.6479,-1.59147,
2.58956,30.263,-1.59257,2.50096,29.9494,-1.57721,
2.59054,29.3126,-1.58787,2.59968,29.1502,-1.56866,
2.59237,28.5122,-1.57505,2.60053,28.3496,-1.57436,
2.59812,27.6905,-1.60678,2.39709,27.3519,-1.55154,
2.59383,26.8756,-1.61797,2.50223,26.5485,-1.58577,
2.57857,26.0823,-1.6289,2.60434,25.947,-1.60003,
2.57566,25.2838,-1.57242,2.60181,25.1488,-1.58292,
2.57769,24.4623,-1.56926,2.60096,24.2494,-1.57721,
2.59281,23.6165,-1.58647,2.60308,23.3479,-1.59147,
2.58965,22.7834,-1.6084,2.60223,22.6485,-1.58577,
2.58825,21.9954,-1.58506,2.60053,21.8496,-1.57436,
2.58713,21.1239,-1.58755,2.49839,21.1511,-1.5601,
2.56399,20.3061,-1.57933,2.60096,20.1494,-1.57721,
2.53533,19.5121,-1.59191,2.60223,19.4485,-1.58577,
2.50968,18.7411,-1.60028,2.50181,18.5488,-1.58292,
2.51166,17.8931,-1.58451,2.50181,17.7488,-1.58292,
2.53594,17.0539,-1.5866,2.60223,16.8485,-1.58577,
2.53295,16.1679,-1.56133,2.8035,15.9476,-1.59433,
2.53335,15.361,-1.55376,2.49666,15.2522,-1.54869,
2.50895,14.6175,-1.57549,2.60053,14.4496,-1.57436,
2.50804,13.7366,-1.55468,2.39492,13.4533,-1.53728,
2.513,12.9303,-1.5847,2.49882,12.8508,-1.56295,
2.55319,12.0692,-1.57727,2.49925,12.0505,-1.56581,
2.56949,10.423,-1.59016,2.49839,10.3511,-1.5601,
2.52161,8.82387,-1.60517,2.49968,8.75021,-1.56866,
2.53548,5.98131,-1.55465,2.59796,5.95134,-1.55725,
2.49079,5.35963,-1.60077,2.60601,5.34581,-1.61144,
2.48065,4.71154,-1.59636,2.39753,4.55162,-1.5544,
2.46162,4.0791,-1.57901,2.70767,4.14459,-1.62285,
2.61416,3.04064,-1.25655,2.75388,2.97204,-1.2863,
3.15772,2.46153,-0.83041,2.96496,2.47684,-0.787181,
3.41258,2.11844,-0.8139,3.55843,1.77542,-0.750103,
3.74253,1.85033,-0.817356,3.66294,1.77643,-0.775772,
4.07816,1.59064,-0.823609,4.07154,1.57802,-0.824258,
7.12054,0.854495,-0.0802585,7.45411,0.705908,-0.0399295,
7.49521,0.842229,-0.0610909,7.55351,0.705074,-0.0342252,
8.0882,0.863292,-0.0620438,8.25533,0.807566,-0.0513379,
8.83931,0.901972,-0.0421679,8.85262,0.903817,-0.0256689,
9.57607,0.932983,-0.0395153,9.64943,0.799143,0.00570421,
10.3885,0.920983,0.00294625,10.4494,0.899143,0.00570421,
11.1562,0.902333,-0.0185405,11.2506,0.900854,-0.00570421,
11.9662,0.874358,-0.0165024,12.0512,0.901705,-0.0114084,
12.8011,0.872373,-0.00865741,12.95,0.8,0,
13.6532,0.887803,-0.00448075,13.75,0.9,0,
14.437,0.907236,-0.00875433,14.35,0.9,0,
15.2064,0.918094,-0.00178725,15.3491,0.898713,0.00855631,
16.0192,0.92239,0.00889432,16.0486,0.897851,0.0142605,
16.83,0.89073,-0.00550192,16.8475,0.796117,0.0256689,
17.6755,0.86565,-0.0108016,17.9529,0.904237,-0.028521,
18.4482,0.858225,-0.011311,18.4526,0.903817,-0.0256689,
19.2601,0.863865,0.0201297,19.3494,0.899143,0.00570421,
20.053,0.886785,0.0117632,20.1494,0.899143,0.00570421,
20.9471,0.907806,0.0064422,20.9483,0.897419,0.0171126,
21.7662,0.91438,0.00508646,21.648,0.896986,0.0199647,
22.5971,0.90683,-0.0200256,22.5494,0.799143,0.00570421,
23.401,0.891208,-0.024888,23.3497,0.799572,0.0028521,
24.1737,0.909757,-0.023504,24.1506,0.800854,-0.00570421,
25.0303,0.924148,0.000290952,25.0483,0.797419,0.0171126,
25.8371,0.929738,-0.0116307,25.8486,0.797851,0.0142605,
26.6873,0.919626,-0.0180192,26.6497,0.799572,0.0028521,
27.4946,0.911847,-0.0484164,27.5509,0.80128,-0.00855631,
28.3369,0.911564,-0.0480292,28.2506,0.800854,-0.00570421,
29.1158,0.916721,-0.00401207,29.1497,0.899572,0.0028521,
29.955,0.935848,-0.00468968,30.0514,1.00213,-0.0142605,
30.8217,0.938584,0.00151881,30.7472,0.795682,0.028521,
31.5958,0.927469,-0.0180111,31.5497,0.799572,0.0028521,
32.3018,0.897948,-0.0414638,32.2509,0.80128,-0.00855631,
32.9406,0.901216,-0.0473971,32.7529,0.904237,-0.028521,
33.4877,0.890636,0.0934831,33.1425,0.987715,0.0798589,
34.0221,1.26465,1.71756,34.0211,0.737925,1.70556,
33.996,1.22249,2.88567,33.7187,1.16434,2.87777,
33.9936,1.20916,2.99786,33.7365,1.18221,3.01753,
33.9192,1.25842,3.1054,33.7466,1.19513,3.10879,
33.6529,1.27533,3.12444,33.3481,1.19724,3.12305,
33.1863,1.12451,3.13292,33.0507,1.10107,-3.13446,
32.6224,1.09345,-3.12676,32.354,1.10629,-3.10024,
31.8805,1.11442,-3.13239,31.5524,1.10367,-3.11735,
31.1065,1.12577,-3.13233,30.851,1.1015,-3.13161,
30.3945,1.15763,-3.10287,30.0507,1.00107,-3.13446,
29.6127,1.1352,-3.12192,29.2529,1.20454,-3.11165,
28.8152,1.12402,3.11917,28.5501,1.10021,-3.14017,
28.041,1.15048,-3.14015,27.851,1.1015,-3.13161,
27.2186,1.15884,3.13621,27.051,1.1015,-3.13161,
26.379,1.17079,-3.13766,26.1527,1.2041,-3.1145,
25.6461,1.18817,-3.12964,25.4524,1.20367,-3.11735,
24.7681,1.17361,3.13125,24.5515,1.20237,-3.12591,
24.0348,1.15894,3.12841,23.8501,1.10021,-3.14017,
23.2243,1.14134,3.13777,23.1504,1.10064,-3.13731,
22.3951,1.13617,-3.14117,21.9493,0.998933,3.13446,
21.5912,1.10102,3.13215,21.3493,0.998933,3.13446,
20.8204,1.08255,-3.13172,20.6504,1.00064,-3.13731,
20.0134,1.10693,-3.12976,19.5543,1.20673,-3.09738,
19.1957,1.12261,-3.13951,19.1507,1.10107,-3.13446,
18.4068,1.12292,3.13833,18.3501,1.10021,-3.14017,
17.5763,1.14067,-3.13114,17.351,1.1015,-3.13161,
16.7402,1.12777,-3.14154,16.651,1.1015,-3.13161,
15.9801,1.10693,-3.14091,15.851,1.1015,-3.13161,
15.104,1.09806,3.13805,15.0499,1.09979,3.14017,
14.3519,1.13957,-3.12813,14.1513,1.10193,-3.12876,
13.5194,1.13252,3.13825,13.4496,1.09936,3.13731,
12.7255,1.1053,3.115,12.6484,1.09766,3.12591,
11.8332,1.07878,-3.13457,11.7516,1.10237,-3.12591,
11.0261,1.0832,-3.14036,11.0518,1.1028,-3.12305,
10.1623,1.12673,-3.13679,10.2516,1.10237,-3.12591,
9.39372,1.15773,-3.13385,9.3521,1.20323,-3.1202,
8.60578,1.15599,-3.13265,8.65155,1.20237,-3.12591,
7.74402,1.14808,-3.12351,7.65043,1.10064,-3.13731,
6.90822,1.13239,3.12455,6.84928,1.09893,3.13446,
6.20681,1.13201,3.11785,6.1487,1.09808,3.12876,
5.53753,1.17339,3.11784,5.45014,1.20021,-3.14017,
4.97156,1.25631,3.08538,4.84604,1.2943,3.10309,
4.46314,1.38244,2.74569,4.48315,0.740045,2.6382,
4.15838,1.60039,2.41361,4.46344,1.43125,2.51841,
3.81995,1.92429,2.36572,3.63024,1.32228,2.32732,
3.54734,2.22088,2.38163,3.33024,1.32228,2.32732,
3.26054,2.50961,2.38246,3.03176,2.52254,2.33587,
2.51924,3.88263,1.751,2.84245,3.02915,1.8339,
2.50984,4.31021,1.62846,2.71693,3.14,1.67989,
2.48293,4.81996,1.56955,2.8053,4.2466,1.60573,
2.47377,5.31759,1.5481,2.49883,3.85079,1.56295,
2.46273,5.91807,1.55563,2.70226,5.54852,1.58577,
2.48265,6.56064,1.57208,2.29925,6.0505,1.56581,
2.54364,7.2451,1.56125,2.70011,7.04993,1.57151,
2.57938,7.97766,1.56117,2.70183,8.0488,1.58292,
2.60958,9.76013,1.52131,2.59798,9.55137,1.55725,
2.61364,10.0676,1.5492,2.70183,10.0488,1.58292,
2.61628,10.0839,1.55343,2.70096,10.1494,1.57721,
2.84555,10.4993,1.57238,2.90226,10.5485,1.58577,
2.84292,10.6732,1.58261,2.90269,10.6482,1.58862,
2.84047,10.6684,1.56892,2.90269,10.6482,1.58862,
2.61508,11.0461,1.54566,2.70054,11.0496,1.57436,
2.61459,11.2022,1.55427,2.70096,11.2494,1.57721,
2.6214,11.2162,1.54855,2.70054,11.2496,1.57436,
2.62487,11.2765,1.54972,2.70096,11.2494,1.57721,
2.62478,11.5518,1.5523,2.70011,11.5499,1.57151,
2.61936,12.6844,1.5521,2.39461,12.1537,1.53443,
2.60467,12.9916,1.55885,2.70096,13.0494,1.57721,
2.59979,12.9722,1.54742,2.70054,13.0496,1.57436,
2.55044,13.0925,1.53835,2.59671,13.0522,1.54869,
2.47915,13.4088,1.52595,2.49587,13.3528,1.54299,
2.49637,13.8393,1.52812,2.59798,13.9514,1.55725,
2.6783,15.4556,1.5509,2.80183,15.5488,1.58292,
2.67492,15.463,1.55081,2.80183,15.5488,1.58292,
2.67436,15.471,1.55158,2.80183,15.5488,1.58292,
2.66558,15.5473,1.56015,2.70054,15.5496,1.57436,
2.57364,15.8399,1.54822,2.70139,15.9491,1.58007,
2.59809,16.3333,1.55058,2.5984,16.2511,1.5601,
2.60488,16.9547,1.58554,2.59925,16.8505,1.56581,
2.61499,17.7348,1.5755,2.59925,17.8505,1.56581,
2.5701,18.4713,1.56446,2.60011,18.5499,1.57151,
2.57382,19.4,1.54902,2.70399,19.2474,1.59718,
2.6194,20.1672,1.53467,2.70011,20.0499,1.57151,
2.62536,20.7905,1.54422,2.70054,20.7496,1.57436,
2.62336,21.6651,1.54373,2.70011,21.6499,1.57151,
2.61833,22.4225,1.56229,2.70054,22.4496,1.57436,
2.61013,23.2484,1.58468,2.70226,23.2485,1.58577,
2.61116,23.9316,1.56042,2.60011,24.3499,1.57151,
2.6053,24.8362,1.54556,2.59713,25.052,1.55154,
2.62004,25.6414,1.54629,2.70054,25.6496,1.57436,
2.63216,26.4742,1.55604,2.70011,26.2499,1.57151,
2.65661,27.2461,1.55348,2.70011,27.2499,1.57151,
2.65115,28.0219,1.54721,2.6984,27.9511,1.5601,
2.64498,28.6764,1.5484,2.69883,28.7508,1.56295,
2.65461,29.3954,1.56858,2.70269,29.5482,1.58862,
2.63927,30.0888,1.58651,2.70269,30.3482,1.58862,
2.64644,30.9352,1.55476,2.70096,31.2494,1.57721,
2.66553,32.0086,1.55575,2.70139,32.1491,1.58007,
2.65318,32.8486,1.56093,2.70096,32.7494,1.57721,
2.65183,33.6139,1.58403,2.70312,33.648,1.59147,
2.64135,34.3742,1.56292,2.70096,34.4494,1.57721,
2.6574,35.2471,1.54397,2.6984,35.2511,1.5601,
2.64549,36.1195,1.556,2.80312,36.148,1.59147,
2.654,36.9338,1.54727,2.80312,36.948,1.59147,
2.54558,37.8052,1.5435,2.60054,37.6496,1.57436,
2.57187,38.6223,1.53963,2.69968,38.4502,1.56866,
2.6249,39.5147,1.54196,2.69883,39.2508,1.56295,
2.66614,40.2885,1.5445,2.69713,40.152,1.55154,
2.65737,41.0687,1.54455,2.5942,40.754,1.53158,
2.61563,41.877,1.56849,2.70226,41.7485,1.58577,
2.50694,42.2394,1.55268,2.60226,42.0485,1.58577,
2.50534,42.2221,1.55883,2.60226,42.0485,1.58577,
2.50377,42.2191,1.56037,2.60226,42.0485,1.58577,
2.50331,42.2057,1.56064,2.60226,42.0485,1.58577,
2.50299,42.194,1.56051,2.60226,42.0485,1.58577,
2.50282,42.1915,1.56046,2.60226,42.0485,1.58577,
2.50315,42.1901,1.56058,2.60226,42.0485,1.58577,
